"resp.id","profile","incentive","frequency"
2,"web|simple|low|multi_person",-4.50431489376519,1
3,"web|simple|low|multi_person",-5.9444566587358,1
4,"web|simple|low|multi_person",-3.9899642521449,1
5,"web|simple|low|multi_person",-11.6129415945627,1
6,"web|simple|low|multi_person",-9.7834720363585,1
7,"web|simple|low|multi_person",-5.94547232186677,1
8,"web|simple|low|multi_person",-5.63800292879573,1
9,"web|simple|low|multi_person",-6.85913177638675,1
10,"web|simple|low|multi_person",-4.60347306264853,1
11,"web|simple|low|multi_person",-7.44996963858689,1
13,"web|simple|low|multi_person",-5.41365962750603,1
14,"web|simple|low|multi_person",-7.49428817824537,1
15,"web|simple|low|multi_person",-5.97698388772343,1
16,"web|simple|low|multi_person",-2.54688909603431,1
17,"web|simple|low|multi_person",-5.19462346002028,1
18,"web|simple|low|multi_person",-6.32592985510127,1
19,"web|simple|low|multi_person",-5.24222982806907,1
20,"web|simple|low|multi_person",-3.13589635229316,1
21,"web|simple|low|multi_person",-2.23995561279967,1
22,"web|simple|low|multi_person",-3.82227906429824,1
23,"web|simple|low|multi_person",-1.30515584084624,1
24,"web|simple|low|multi_person",-3.57145241824019,1
26,"web|simple|low|multi_person",-4.91203689201662,1
27,"web|simple|low|multi_person",-5.05413893482239,1
28,"web|simple|low|multi_person",-12.6774894339624,1
29,"web|simple|low|multi_person",-2.36349116460362,1
31,"web|simple|low|multi_person",-6.58278066909292,1
32,"web|simple|low|multi_person",-2.54679978709505,1
33,"web|simple|low|multi_person",-5.72182887628225,1
35,"web|simple|low|multi_person",-4.00820608236717,1
36,"web|simple|low|multi_person",-10.3518746304891,1
37,"web|simple|low|multi_person",-5.82007530530707,1
38,"web|simple|low|multi_person",-6.84925982617772,1
39,"web|simple|low|multi_person",-7.08632001285314,1
41,"web|simple|low|multi_person",-6.16433523752346,1
42,"web|simple|low|multi_person",-5.117701176085,1
43,"web|simple|low|multi_person",-5.38440228629454,1
44,"web|simple|low|multi_person",-3.4718717941356,1
45,"web|simple|low|multi_person",-5.46994277226657,1
46,"web|simple|low|multi_person",-4.38952502414122,1
47,"web|simple|low|multi_person",-3.92450220254893,1
48,"web|simple|low|multi_person",-5.53091016352616,1
49,"web|simple|low|multi_person",-7.95834593711534,1
50,"web|simple|low|multi_person",-12.9673638094037,1
51,"web|simple|low|multi_person",-5.13432877947108,1
52,"web|simple|low|multi_person",-11.4497348325201,1
53,"web|simple|low|multi_person",-4.50380830304065,1
54,"web|simple|low|multi_person",-7.82581384259371,1
55,"web|simple|low|multi_person",-5.20622858153264,1
56,"web|simple|low|multi_person",-6.21141564498962,1
57,"web|simple|low|multi_person",-4.50698283904811,1
58,"web|simple|low|multi_person",-2.14305717812786,1
60,"web|simple|low|multi_person",-3.57874453660484,1
61,"web|simple|low|multi_person",-3.88951148300079,1
62,"web|simple|low|multi_person",-6.20605198736006,1
63,"web|simple|low|multi_person",-5.90097606716022,1
64,"web|simple|low|multi_person",-6.61596958829782,1
65,"web|simple|low|multi_person",-5.3042356873129,1
68,"web|simple|low|multi_person",-10.6238190963917,1
69,"web|simple|low|multi_person",-5.86632343954325,1
70,"web|simple|low|multi_person",-6.30684386877126,1
71,"web|simple|low|multi_person",-3.09848120781143,1
72,"web|simple|low|multi_person",-9.69984568663082,1
73,"web|simple|low|multi_person",-7.52398533489177,1
74,"web|simple|low|multi_person",-3.478513502151,1
75,"web|simple|low|multi_person",-4.76220165438451,1
76,"web|simple|low|multi_person",-3.89431435371408,1
77,"web|simple|low|multi_person",-3.49915343520637,1
78,"web|simple|low|multi_person",-1.38391079370455,1
79,"web|simple|low|multi_person",-11.0752192667464,1
80,"web|simple|low|multi_person",-5.79253807221845,1
81,"web|simple|low|multi_person",-4.82003421207173,1
82,"web|simple|low|multi_person",-12.3347491524458,1
83,"web|simple|low|multi_person",-5.96768958074996,1
84,"web|simple|low|multi_person",-6.50247930223214,1
86,"web|simple|low|multi_person",-4.81788228155724,1
87,"web|simple|low|multi_person",-6.03473212366694,1
88,"web|simple|low|multi_person",-4.18914121807186,1
90,"web|simple|low|multi_person",-3.56295036250246,1
91,"web|simple|low|multi_person",-4.40889732552971,1
92,"web|simple|low|multi_person",-7.85746882299342,1
93,"web|simple|low|multi_person",-12.8253979056078,1
94,"web|simple|low|multi_person",-4.17183533249781,1
95,"web|simple|low|multi_person",-4.81376389232377,1
96,"web|simple|low|multi_person",-7.81409271621002,1
97,"web|simple|low|multi_person",-4.59097827483562,1
98,"web|simple|low|multi_person",-1.76254837466502,1
99,"web|simple|low|multi_person",-4.93907096471914,1
100,"web|simple|low|multi_person",-2.45115419608501,1
101,"web|simple|low|multi_person",-4.68195241842161,1
103,"web|simple|low|multi_person",-10.1591435248377,1
104,"web|simple|low|multi_person",-4.30771372136886,1
105,"web|simple|low|multi_person",-5.71184626455036,1
106,"web|simple|low|multi_person",-10.5383989328861,1
107,"web|simple|low|multi_person",-5.68725372847754,1
108,"web|simple|low|multi_person",-9.1537682342469,1
109,"web|simple|low|multi_person",-5.45264652706694,1
110,"web|simple|low|multi_person",-2.90635443725268,1
111,"web|simple|low|multi_person",-3.89477609653485,1
112,"web|simple|low|multi_person",-5.40906893624883,1
113,"web|simple|low|multi_person",-11.0733243700985,1
114,"web|simple|low|multi_person",-12.2014220299036,1
115,"web|simple|low|multi_person",-5.56580346445596,1
116,"web|simple|low|multi_person",-7.03471914663794,1
117,"web|simple|low|multi_person",-6.25146674834332,1
118,"web|simple|low|multi_person",-4.69368125402915,1
119,"web|simple|low|multi_person",-1.8903443013581,1
120,"web|simple|low|multi_person",-4.83228804047415,1
121,"web|simple|low|multi_person",-6.48433129199636,1
122,"web|simple|low|multi_person",-13.8849835408167,1
123,"web|simple|low|multi_person",-6.46095789548621,1
124,"web|simple|low|multi_person",-8.50119969352639,1
125,"web|simple|low|multi_person",-4.96258144147217,1
126,"web|simple|low|multi_person",-6.41792764551596,1
127,"web|simple|low|multi_person",-6.94354779704054,1
128,"web|simple|low|multi_person",-9.01737906067414,1
130,"web|simple|low|multi_person",-6.75667224017474,1
131,"web|simple|low|multi_person",-5.00428397756635,1
132,"web|simple|low|multi_person",-7.40316123181162,1
133,"web|simple|low|multi_person",-5.44215377969738,1
135,"web|simple|low|multi_person",-5.88959118971667,1
136,"web|simple|low|multi_person",-3.79970390313157,1
137,"web|simple|low|multi_person",-4.02869185517398,1
138,"web|simple|low|multi_person",-5.15500372253203,1
140,"web|simple|low|multi_person",-6.8805563667427,1
141,"web|simple|low|multi_person",-5.03587978665565,1
142,"web|simple|low|multi_person",-4.01637725373788,1
143,"web|simple|low|multi_person",-4.98304909564554,1
144,"web|simple|low|multi_person",-0.252862824241771,1
145,"web|simple|low|multi_person",-6.00887138195227,1
146,"web|simple|low|multi_person",-11.2958486894334,1
147,"web|simple|low|multi_person",-4.80994032148376,1
148,"web|simple|low|multi_person",-7.9157609779158,1
149,"web|simple|low|multi_person",-8.13663358066849,1
150,"web|simple|low|multi_person",-7.10301016190931,1
151,"web|simple|low|multi_person",-6.5670608921118,1
152,"web|simple|low|multi_person",-7.2878186992839,1
153,"web|simple|low|multi_person",-8.09148977273372,1
154,"web|simple|low|multi_person",-3.77013390609715,1
155,"web|simple|low|multi_person",-7.61843721688623,1
156,"web|simple|low|multi_person",-4.36856443175796,1
157,"web|simple|low|multi_person",-7.07981860607602,1
158,"web|simple|low|multi_person",-12.1487368762496,1
159,"web|simple|low|multi_person",-5.13923942785808,1
160,"web|simple|low|multi_person",-8.0165280746104,1
162,"web|simple|low|multi_person",-6.52790128111153,1
163,"web|simple|low|multi_person",-4.37893614263779,1
164,"web|simple|low|multi_person",-6.21639167514082,1
165,"web|simple|low|multi_person",-4.71279898219058,1
166,"web|simple|low|multi_person",-4.94731906206142,1
167,"web|simple|low|multi_person",-9.73224210091387,1
168,"web|simple|low|multi_person",-9.94303386213657,1
169,"web|simple|low|multi_person",-7.01689451707939,1
170,"web|simple|low|multi_person",-6.44448602131198,1
171,"web|simple|low|multi_person",-5.20734996697762,1
172,"web|simple|low|multi_person",-6.80207171975393,1
173,"web|simple|low|multi_person",-1.73852554865222,1
174,"web|simple|low|multi_person",-8.03561532374558,1
175,"web|simple|low|multi_person",-5.22181304572872,1
176,"web|simple|low|multi_person",-4.37128466745198,1
177,"web|simple|low|multi_person",-4.11446552581907,1
178,"web|simple|low|multi_person",-6.34269818659816,1
179,"web|simple|low|multi_person",-6.56560741405268,1
180,"web|simple|low|multi_person",-13.4188326987845,1
181,"web|simple|low|multi_person",-10.5718656206222,1
183,"web|simple|low|multi_person",-9.05336261367643,1
184,"web|simple|low|multi_person",-4.7214398438598,1
186,"web|simple|low|multi_person",-6.32567325847867,1
187,"web|simple|low|multi_person",-10.8293120087677,1
188,"web|simple|low|multi_person",-6.20973936166259,1
189,"web|simple|low|multi_person",-8.34810502781356,1
190,"web|simple|low|multi_person",-8.31859431074622,1
191,"web|simple|low|multi_person",-5.7553714123199,1
192,"web|simple|low|multi_person",-7.68396363947305,1
194,"web|simple|low|multi_person",-6.84118624085384,1
195,"web|simple|low|multi_person",-4.24995259525519,1
196,"web|simple|low|multi_person",-5.5660684307938,1
197,"web|simple|low|multi_person",-4.24709664099242,1
198,"web|simple|low|multi_person",-4.6656065732291,1
199,"web|simple|low|multi_person",-8.25249455543794,1
200,"web|simple|low|multi_person",-6.22801913890352,1
201,"web|simple|low|multi_person",-2.34115748189627,1
202,"web|simple|low|multi_person",-3.67686725770042,1
203,"web|simple|low|multi_person",-5.16891797134165,1
205,"web|simple|low|multi_person",-4.07623063285942,1
206,"web|simple|low|multi_person",-14.1025170668168,1
207,"web|simple|low|multi_person",-4.08440148785651,1
208,"web|simple|low|multi_person",-5.73612714002086,1
209,"web|simple|low|multi_person",-7.96386016737757,1
210,"web|simple|low|multi_person",-5.24301025093775,1
211,"web|simple|low|multi_person",-11.1339971828306,1
212,"web|simple|low|multi_person",-5.37641346302678,1
213,"web|simple|low|multi_person",-4.76587359594347,1
214,"web|simple|low|multi_person",-5.39788218109338,1
217,"web|simple|low|multi_person",-5.48881715913105,1
219,"web|simple|low|multi_person",-8.24334669766932,1
220,"web|simple|low|multi_person",-2.73403706937761,1
221,"web|simple|low|multi_person",-5.36197856303956,1
222,"web|simple|low|multi_person",-9.78524551925976,1
223,"web|simple|low|multi_person",-4.47436794355792,1
224,"web|simple|low|multi_person",-9.88169824751876,1
225,"web|simple|low|multi_person",-5.48275722574192,1
226,"web|simple|low|multi_person",-9.50777915370558,1
227,"web|simple|low|multi_person",-8.12773491529626,1
228,"web|simple|low|multi_person",-10.731352064984,1
230,"web|simple|low|multi_person",-4.9293098768119,1
231,"web|simple|low|multi_person",-7.23112179340778,1
232,"web|simple|low|multi_person",-6.00628417520711,1
233,"web|simple|low|multi_person",-6.06682339039043,1
234,"web|simple|low|multi_person",-9.3800467124648,1
235,"web|simple|low|multi_person",-4.37340914150554,1
236,"web|simple|low|multi_person",-11.1695310873214,1
237,"web|simple|low|multi_person",-4.74600453812822,1
238,"web|simple|low|multi_person",-3.56856274556348,1
239,"web|simple|low|multi_person",-4.22651938709748,1
240,"web|simple|low|multi_person",-5.59265505527083,1
241,"web|simple|low|multi_person",-15.6670629024084,1
242,"web|simple|low|multi_person",-7.43316332054865,1
243,"web|simple|low|multi_person",-4.27759281028501,1
245,"web|simple|low|multi_person",-6.25228409412325,1
246,"web|simple|low|multi_person",-4.36433839143857,1
247,"web|simple|low|multi_person",-6.14913723723989,1
248,"web|simple|low|multi_person",-10.5235795963868,1
249,"web|simple|low|multi_person",-4.13991690596823,1
250,"web|simple|low|multi_person",-4.75483276813998,1
251,"web|simple|low|multi_person",-5.10665099706069,1
252,"web|simple|low|multi_person",-9.19835529499358,1
253,"web|simple|low|multi_person",-5.60484632365491,1
254,"web|simple|low|multi_person",-3.81334529111596,1
256,"web|simple|low|multi_person",-6.71980792842728,1
258,"web|simple|low|multi_person",-5.86009387425838,1
259,"web|simple|low|multi_person",-4.94962713221346,1
260,"web|simple|low|multi_person",-4.97264210460148,1
261,"web|simple|low|multi_person",-5.54567158629105,1
263,"web|simple|low|multi_person",-2.8499994640165,1
264,"web|simple|low|multi_person",-2.64413239702638,1
265,"web|simple|low|multi_person",-2.73331827396987,1
266,"web|simple|low|multi_person",-5.27829176149164,1
267,"web|simple|low|multi_person",-4.33697815643336,1
268,"web|simple|low|multi_person",-3.54030481752046,1
269,"web|simple|low|multi_person",-4.12965971703809,1
270,"web|simple|low|multi_person",-3.78009928071172,1
