"resp.id","profile","incentive","frequency"
2,"web|simple|low|multi_person",-8.26354760925837,1
3,"web|simple|low|multi_person",-7.30495158407278,1
4,"web|simple|low|multi_person",-11.1471127359346,1
5,"web|simple|low|multi_person",-10.6846841003611,1
6,"web|simple|low|multi_person",-9.7525505335114,1
7,"web|simple|low|multi_person",-8.03806182993546,1
8,"web|simple|low|multi_person",-10.6556214060131,1
9,"web|simple|low|multi_person",-9.31152658298141,1
10,"web|simple|low|multi_person",-8.43081574816046,1
11,"web|simple|low|multi_person",-12.7250549527225,1
13,"web|simple|low|multi_person",-10.7934197706251,1
14,"web|simple|low|multi_person",-11.9740249037213,1
15,"web|simple|low|multi_person",-8.16334774632927,1
16,"web|simple|low|multi_person",-8.11811210490324,1
17,"web|simple|low|multi_person",-8.33563777709039,1
18,"web|simple|low|multi_person",-7.29132066843142,1
19,"web|simple|low|multi_person",-8.04147244680355,1
20,"web|simple|low|multi_person",-11.1627221299897,1
21,"web|simple|low|multi_person",-9.75662068132732,1
22,"web|simple|low|multi_person",-6.76029351259305,1
23,"web|simple|low|multi_person",-7.1704783416655,1
24,"web|simple|low|multi_person",-8.55258355497544,1
26,"web|simple|low|multi_person",-8.27298132389721,1
27,"web|simple|low|multi_person",-8.62683576465689,1
28,"web|simple|low|multi_person",-7.53792778959881,1
29,"web|simple|low|multi_person",-8.83454815271092,1
31,"web|simple|low|multi_person",-10.4982589892987,1
32,"web|simple|low|multi_person",-8.05804641174521,1
33,"web|simple|low|multi_person",-12.4423448391822,1
35,"web|simple|low|multi_person",-7.86120275985164,1
36,"web|simple|low|multi_person",-8.50629547213328,1
37,"web|simple|low|multi_person",-7.5584161398915,1
38,"web|simple|low|multi_person",-8.93853279050786,1
39,"web|simple|low|multi_person",-6.57908678827315,1
41,"web|simple|low|multi_person",-7.43796279082726,1
42,"web|simple|low|multi_person",-15.0464355053573,1
43,"web|simple|low|multi_person",-13.3026589207755,1
44,"web|simple|low|multi_person",-10.8588767068736,1
45,"web|simple|low|multi_person",-7.60207836137855,1
46,"web|simple|low|multi_person",-7.88479405251775,1
47,"web|simple|low|multi_person",-12.7728457180912,1
48,"web|simple|low|multi_person",-15.1998748554462,1
49,"web|simple|low|multi_person",-8.57109310638524,1
50,"web|simple|low|multi_person",-10.7083693699681,1
51,"web|simple|low|multi_person",-14.1475414039268,1
52,"web|simple|low|multi_person",-7.91989455175735,1
53,"web|simple|low|multi_person",-9.18164579615372,1
54,"web|simple|low|multi_person",-7.09867854107372,1
55,"web|simple|low|multi_person",-8.45260612177729,1
56,"web|simple|low|multi_person",-7.58572819032982,1
57,"web|simple|low|multi_person",-7.8734952622424,1
58,"web|simple|low|multi_person",-7.87632861716924,1
60,"web|simple|low|multi_person",-7.31688738365638,1
61,"web|simple|low|multi_person",-8.45511508549748,1
62,"web|simple|low|multi_person",-10.3907121932431,1
63,"web|simple|low|multi_person",-9.5274452323098,1
64,"web|simple|low|multi_person",-7.2441357734863,1
65,"web|simple|low|multi_person",-7.63152370001414,1
68,"web|simple|low|multi_person",-7.86691931953525,1
69,"web|simple|low|multi_person",-10.8085259911653,1
70,"web|simple|low|multi_person",-9.2832068128982,1
71,"web|simple|low|multi_person",-15.3656846631296,1
72,"web|simple|low|multi_person",-13.5068539558476,1
73,"web|simple|low|multi_person",-7.97045063475731,1
74,"web|simple|low|multi_person",-16.1256216079739,1
75,"web|simple|low|multi_person",-10.2412938861267,1
76,"web|simple|low|multi_person",-8.34523413345677,1
77,"web|simple|low|multi_person",-8.83275819579694,1
78,"web|simple|low|multi_person",-8.12912034522979,1
79,"web|simple|low|multi_person",-7.36214228659685,1
80,"web|simple|low|multi_person",-7.76576362463304,1
81,"web|simple|low|multi_person",-11.5582585798252,1
82,"web|simple|low|multi_person",-7.56390726813088,1
83,"web|simple|low|multi_person",-8.89030634183586,1
84,"web|simple|low|multi_person",-7.85720729764175,1
86,"web|simple|low|multi_person",-8.04278650142817,1
87,"web|simple|low|multi_person",-7.07457225328272,1
88,"web|simple|low|multi_person",-7.51682993422654,1
90,"web|simple|low|multi_person",-10.3883951495918,1
91,"web|simple|low|multi_person",-7.769939403127,1
92,"web|simple|low|multi_person",-10.7279593724925,1
93,"web|simple|low|multi_person",-8.72480093361895,1
94,"web|simple|low|multi_person",-8.18961604140283,1
95,"web|simple|low|multi_person",-9.02070655701238,1
96,"web|simple|low|multi_person",-10.0192194472141,1
97,"web|simple|low|multi_person",-9.21565962401016,1
98,"web|simple|low|multi_person",-7.74439633765049,1
99,"web|simple|low|multi_person",-9.82209547828291,1
100,"web|simple|low|multi_person",-9.95868194165649,1
101,"web|simple|low|multi_person",-8.40956925620099,1
103,"web|simple|low|multi_person",-7.73044199809432,1
