"resp.id","accessibilitymobile","accessibilityweb","authenticationmulti_factor","authenticationsimple","authenticationtwo_factor","customisationhigh","customisationlow","customisationmedium","videomulti_person","videoone_to_one","noneTRUE","noneFALSE","adopters"
2,-0.0505652951056781,0.0505652951056781,-0.293748082015574,-0.060824855850151,0.354572937865724,0.442945499240303,-0.94188023080413,0.498934731563827,-0.229716294072152,0.229716294072152,-1.0291951494439,1.0291951494439,6.46579008499669
3,0.124347306296645,-0.124347306296645,0.131818614730575,-0.0703590115171099,-0.061459603213465,0.647640779094369,-0.983740368642011,0.336099589547642,-0.000623490882576031,0.000623490882576031,-1.01740362942657,1.01740362942657,6.43199849600771
4,-0.0709257004322747,0.0709257004322747,-0.337978281200353,0.30165422040561,0.036324060794743,0.551845316317264,-0.864476714650854,0.31263139833359,0.327833053778143,-0.327833053778143,-1.02790502817681,1.02790502817681,7.25385991294534
5,0.421249268793424,-0.421249268793424,0.209599685370784,-0.55893280186845,0.349333116497668,1.07159949325155,-1.01301507679918,-0.0585844164523684,0.113673378826074,-0.113673378826074,-1.196122863221,1.196122863221,4.55357589926938
6,0.121389727897064,-0.121389727897064,-0.542413794386945,-0.0517721891286213,0.594185983515565,0.763204880023307,-1.00005285133164,0.236847971308333,-0.123030846905145,0.123030846905145,-1.180115214626,1.180115214626,5.4841777849135
7,-0.0989361607610025,0.0989361607610025,0.544954900128668,-0.193487440502173,-0.351467459626494,0.655091161691053,-0.831937908753113,0.176846747062061,0.410501589560428,-0.410501589560428,-0.174441624657605,0.174441624657605,7.45092168832336
8,0.199314865882101,-0.199314865882101,0.113578292728171,-0.261082836019443,0.147504543291273,1.06194709793269,-1.41960355864508,0.357656460712384,0.273886012820122,-0.273886012820122,-1.1052130117193,1.1052130117193,6.48705985105225
9,-0.154311016333182,0.154311016333182,-0.0556787644601206,-0.133609998307304,0.189288762767424,0.807859773489392,-1.01883098837938,0.210971214889983,0.243516455529509,-0.243516455529509,-1.04350630117078,1.04350630117078,7.07991436721187
10,0.118688163642728,-0.118688163642728,0.568029511684281,-0.786353185878348,0.218323674194066,1.15198250059349,-1.19980447358059,0.0478219729871047,0.568137078088555,-0.568137078088555,-1.18667797740351,1.18667797740351,5.07329967294348
11,-0.487000473712343,0.487000473712343,-0.399978177602081,0.224118200517955,0.175859977084125,0.759266282084441,-0.650767579775497,-0.108498702308944,0.109405883515374,-0.109405883515374,-1.07707581380651,1.07707581380651,5.83370185052032
13,0.308295602747059,-0.308295602747059,0.0951246492329225,-0.568896792350063,0.47377214311714,0.524290263746379,-0.54456197752265,0.0202717137762705,0.439931597350068,-0.439931597350068,-1.12736559087328,1.12736559087328,3.65320524100053
14,-0.0857462399035558,0.0857462399035558,0.244678850953951,-0.448986791131884,0.204307940177933,0.623262241223154,-1.14634037310337,0.523078131880218,0.400988148141492,-0.400988148141492,-1.05426044539172,1.05426044539172,5.22210555749653
15,-0.241230511307671,0.241230511307671,0.0658627337968943,-0.256862936626243,0.191000202829349,0.376568208984341,-0.922344825913283,0.545776616928942,0.418630356549902,-0.418630356549902,-0.996812894097656,0.996812894097656,6.23377191724032
16,0.109956228077822,-0.109956228077822,0.104576580741095,-0.559505356562093,0.454928775820998,0.681451053275626,-0.753571575153911,0.0721205218782858,0.0922168706213243,-0.0922168706213243,-1.04963675392151,1.04963675392151,7.06860775371969
17,-0.162129906614128,0.162129906614128,0.460535258955422,-0.165679937818778,-0.294855321136644,0.941716790405918,-0.698227788460491,-0.243489001945425,0.410586274163632,-0.410586274163632,-0.920331976471501,0.920331976471501,5.05057032565766
18,-0.593855675819456,0.593855675819456,0.710830730001067,-1.05145247476241,0.340621744761336,0.547331609821596,-0.442611363506216,-0.10472024631538,0.0124557358843397,-0.0124557358843397,-0.951028748110621,0.951028748110621,3.95054323376928
19,-0.286811376527162,0.286811376527162,0.862966506000965,-0.352417579743778,-0.510548926257186,0.76614366448695,-0.637124638279541,-0.12901902620741,0.255044425526098,-0.255044425526098,-0.186015901336414,0.186015901336414,3.68553025376016
20,-0.100287164073581,0.100287164073581,0.0726594098679795,-0.048829659301012,-0.0238297505669677,0.846091409508043,-0.782340684411644,-0.0637507250963984,0.250323519195893,-0.250323519195893,-1.01593482264927,1.01593482264927,7.39365346475493
21,-0.22380595982845,0.22380595982845,-0.0331134366530036,0.0494031387972494,-0.0162897021442457,0.899510576350549,-1.07613889583822,0.17662831948767,-0.147741768065483,0.147741768065483,-1.05287953725985,1.05287953725985,7.2743889228625
22,0.053100673457758,-0.053100673457758,0.102011691788947,-0.26011375312863,0.158102061339683,0.992502693103553,-1.07294297637558,0.0804402832720271,0.139283147261851,-0.139283147261851,-0.00324784172616708,0.00324784172616708,5.75375277101501
23,0.135132079167075,-0.135132079167075,0.103929286354968,-0.199255321331962,0.095326034976993,0.513608811668698,-0.653853929579616,0.140245117910919,0.0833324497097611,-0.0833324497097611,0.0365402717221857,-0.0365402717221857,5.82095874661159
24,-0.257758041254144,0.257758041254144,0.577391117971129,-0.45453825636105,-0.122852861610079,0.61380438144951,-0.664948984251587,0.0511446028020784,0.881360682653298,-0.881360682653298,-1.03204738856769,1.03204738856769,5.35751730101109
26,-0.195796232037805,0.195796232037805,0.223227302950552,-0.367631588373897,0.144404285423345,0.555607893585197,-0.628755799293106,0.0731479057079103,0.362228820448352,-0.362228820448352,-0.152143619442596,0.152143619442596,3.87397666048746
27,-0.29121766854473,0.29121766854473,-0.0217690734877126,-0.0491783549719966,0.0709474284597093,0.856027080526559,-0.892657982483316,0.0366309019567568,0.432669719611012,-0.432669719611012,-1.06318574943323,1.06318574943323,6.8072764640265
28,0.123159993849912,-0.123159993849912,-0.0658409728213607,0.0761713746475197,-0.0103304018261591,0.948548900644566,-1.16681651554724,0.218267614902678,0.210027614367955,-0.210027614367955,-0.994958715561143,0.994958715561143,7.11606591008723
29,-0.102908547370716,0.102908547370716,-0.397295234356551,-0.122724306294425,0.520019540650977,1.24680536454477,-1.16704121926277,-0.0797641452819987,0.087625827794927,-0.087625827794927,-1.10273307065598,1.10273307065598,6.42551443685822
31,0.0502874435157361,-0.0502874435157361,-0.131120784152631,0.11104612023608,0.0200746639165511,0.462750454223057,-0.729267440116661,0.266516985893604,-0.0159817750997869,0.0159817750997869,-0.935212146710141,0.935212146710141,6.68365718463907
32,-0.18939544484533,0.18939544484533,0.167436029319388,-0.270618118287629,0.103182088968241,0.997292075383367,-0.809993287701368,-0.187298787681998,0.168231793962601,-0.168231793962601,-1.06307607632821,1.06307607632821,6.77007282537575
33,-0.488947449196468,0.488947449196468,-0.329716227396062,-0.0126264751574281,0.342342702553491,0.708830782474336,-0.733204811773629,0.0243740292992931,0.684284551122364,-0.684284551122364,-1.06417277398303,1.06417277398303,6.63893948605785
35,-0.123633891354736,0.123633891354736,0.598959740685689,-0.671342605299673,0.0723828646139814,0.53921480546767,-0.611243167860403,0.0720283623927325,0.80736011058633,-0.80736011058633,-0.987587532500441,0.987587532500441,5.93076341232851
36,-0.39220296549701,0.39220296549701,0.483506425205883,-0.492842586017077,0.00933616081119445,0.7977556349351,-0.678983870143383,-0.118771764791715,0.252531172268031,-0.252531172268031,-0.931478228629119,0.931478228629119,6.4302047038917
37,-0.208104559836624,0.208104559836624,-0.0679022639358557,0.0897643362908409,-0.0218620723549851,0.423905322135387,-0.803244584729664,0.379339262594278,0.128506725275819,-0.128506725275819,-1.10598196428832,1.10598196428832,4.51374887733618
38,-0.0853906306641017,0.0853906306641017,0.16904818271528,-0.470258355909594,0.301210173194313,0.757238358807562,-1.36354822099298,0.606309862185417,0.0768284308612795,-0.0768284308612795,-1.05359876740645,1.05359876740645,6.74849687727881
39,0.0424453060895852,-0.0424453060895852,0.193513957608004,-0.120987020216942,-0.0725269373910622,0.329646209273722,-0.385570661946629,0.0559244526729066,0.524949390454042,-0.524949390454042,-0.96879986162993,0.96879986162993,5.55140842655037
41,0.154508779524176,-0.154508779524176,-0.0732917243105212,-0.0961134846411966,0.169405208951718,0.371927364241905,-0.18362628874144,-0.188301075500466,0.646114060690568,-0.646114060690568,-0.100477685046094,0.100477685046094,4.95192012614941
