"resp.id","accessibilitymobile","accessibilityweb","authenticationmulti_factor","authenticationsimple","authenticationtwo_factor","customisationhigh","customisationlow","customisationmedium","videomulti_person","videoone_to_one","noneTRUE","noneFALSE","adopters"
2,-0.228584210116017,0.228584210116017,0.310629555576904,-0.149323648632381,-0.161305906944523,0.00764287096536496,-1.34678997818698,1.33914710722161,0.85387528045869,-0.85387528045869,-3.63575628945639,3.63575628945639,29.2105230256047
3,-0.533462151584566,0.533462151584566,-0.320854457623527,0.280962666487167,0.0398917911363603,2.16602138859108,-1.63854641562353,-0.527474972967554,1.05124156076136,-1.05124156076136,-2.4120086749901,2.4120086749901,26.5869627794245
4,-1.69532366568326,1.69532366568326,-0.304360237137959,0.521641388374231,-0.217281151236272,1.43368572759062,-1.72437611492053,0.290690387329902,0.850823744281966,-0.850823744281966,-1.96328044892445,1.96328044892445,27.5299305141729
5,-1.04310955627626,1.04310955627626,-0.74149066584623,0.568019645195401,0.17347102065083,1.16070726650603,-1.7058768482065,0.545169581700474,0.595278771962082,-0.595278771962082,-4.32732693563118,4.32732693563118,28.1030045823987
6,0.265607335345233,-0.265607335345233,0.120319341057644,-1.02473303620277,0.904413695145127,2.4708271992893,-1.85601007076003,-0.614817128529275,0.151134964072737,-0.151134964072737,-4.49360786777454,4.49360786777454,25.1570097748096
7,-0.439587406769289,0.439587406769289,-0.328053213480323,0.526264191770459,-0.198210978290136,2.9876998897884,-2.28850452761916,-0.699195362169255,1.44320280651276,-1.44320280651276,-2.26522063238571,2.26522063238571,25.1492660015705
8,-0.675163198286108,0.675163198286108,-1.08692479262603,0.314181507282947,0.772743285343076,2.09729425666252,-1.68254457559906,-0.414749681063471,0.941213290737529,-0.941213290737529,-2.53354991302961,2.53354991302961,26.0441588754702
9,-0.512646454761731,0.512646454761731,0.347013886160703,0.0580937542766448,-0.405107640437349,1.62358813462521,-1.90695754197773,0.28336940735252,1.27729326338108,-1.27729326338108,-2.56182695876237,2.56182695876237,27.1425775801152
10,-1.38556218977492,1.38556218977492,-0.508257582442005,-0.437814930784535,0.946072513226539,1.00130903550637,-0.984645945574301,-0.0166630899320661,0.922703150873897,-0.922703150873897,-2.13674926275556,2.13674926275556,27.8533744573374
11,-2.06845607790179,2.06845607790179,-0.36073404579786,0.646964877735325,-0.286230831937467,1.57369191219692,-1.54129002820634,-0.0324018839905809,1.1262497338947,-1.1262497338947,-1.51591270622419,1.51591270622419,27.0110257802505
13,-1.22968066131802,1.22968066131802,0.0203090408510142,0.00558374307603212,-0.0258927839270464,1.50154588436872,-1.5476393543349,0.0460934699661703,1.01031295900198,-1.01031295900198,-2.64160495274745,2.64160495274745,27.6636766476222
14,1.08058464345078,-1.08058464345078,0.197252069211147,-0.166621141241322,-0.0306309279698242,0.723566706333079,-1.34472262256484,0.621155916231763,1.69403436044075,-1.69403436044075,-1.85063490542153,1.85063490542153,25.1590764013886
15,-0.769374342821067,0.769374342821067,-0.743190099270062,0.870958056491506,-0.127767957221444,3.24770679375174,-2.78312231641824,-0.464584477333506,0.711430176325167,-0.711430176325167,-2.30220260490689,2.30220260490689,24.0542719985836
16,-0.588595753055047,0.588595753055047,-0.876346884922159,1.01070652692314,-0.134359642000981,2.98511043676655,-2.24740518663321,-0.737705250133331,0.484362145860495,-0.484362145860495,-0.937259844987224,0.937259844987224,23.7771367270184
17,-0.120950997464852,0.120950997464852,-0.623924985135895,0.169638275883847,0.454286709252049,1.85740319889319,-1.54203120707568,-0.315371991817515,0.803635463422727,-0.803635463422727,-2.61280505969188,2.61280505969188,26.7120127151515
18,-0.497908795454524,0.497908795454524,0.179447402904298,-0.834519056960818,0.655071654056521,1.06640179702034,-1.58108868424346,0.514686887223122,0.739513652894984,-0.739513652894984,-2.99047042689635,2.99047042689635,28.0163787019476
19,-0.753360474817043,0.753360474817043,0.0746182314107534,0.260581333776993,-0.335199565187747,1.62081214670872,-1.54856103347982,-0.0722511132288947,0.609798652754432,-0.609798652754432,-2.47325249248407,2.47325249248407,27.2998830040567
20,-0.653826005990883,0.653826005990883,-0.426871238640478,0.679113172959605,-0.252241934319127,2.07865856743996,-2.119972687104,0.0413141196640385,1.10332997507349,-1.10332997507349,-2.13632197712251,2.13632197712251,26.318940450533
21,-1.32042315780803,1.32042315780803,0.350077287182065,-0.124543151402207,-0.225534135779858,3.27915470543633,-1.07939422412993,-2.1997604813064,0.873501410479169,-0.873501410479169,-1.07423976297216,1.07423976297216,23.5042567454773
22,-2.1775401305708,2.1775401305708,-1.01464457400639,-0.174060620591538,1.18870519459793,-0.262826582214011,-0.850035640880434,1.11286222309445,0.566296520350345,-0.566296520350345,-4.15446654076321,4.15446654076321,29.4762019852097
23,0.063116398042298,-0.063116398042298,-0.320070114070961,-0.467226681209961,0.787296795280923,2.91583275292619,-2.56131584923787,-0.354516903688326,0.859019461885168,-0.859019461885168,-1.826451704168,1.826451704168,23.8223963652337
24,-0.911602978579531,0.911602978579531,-0.404455658427465,-0.459000527788195,0.863456186215663,1.78809912580068,-1.57370223401632,-0.214396891784352,0.903378576616412,-0.903378576616412,-2.30215932388381,2.30215932388381,27.315732224985
26,-1.21504446677758,1.21504446677758,-0.700182730687787,0.63792054208797,0.0622621885998171,1.72547514476043,-1.89106032513059,0.165585180370169,1.21584750684746,-1.21584750684746,-2.66149004059222,2.66149004059222,27.0533357449504
27,-0.0553083669764563,0.0553083669764563,0.344161333936702,-0.358331645338035,0.0141703114013341,-0.851333458152312,-0.79385604455112,1.64518950270343,0.522173491020447,-0.522173491020447,-4.4598201310343,4.4598201310343,29.9733481156873
28,-1.41693895823743,1.41693895823743,-1.18197940250048,0.533310861422375,0.648668541078108,1.299568089638,-1.05000331200707,-0.249564777630936,0.346818900263723,-0.346818900263723,-6.26660079797347,6.26660079797347,27.8183073489557
29,0.865364822109996,-0.865364822109996,-0.384238995148904,0.89853704731567,-0.514298052166765,1.7917556739968,-1.75528681870045,-0.0364688552963516,1.54679810287875,-1.54679810287875,-2.91069676651585,2.91069676651585,25.1334787466051
31,-1.94147252971329,1.94147252971329,-0.2827863913476,0.474667500501611,-0.191881109154011,0.738813855642493,-1.09725150550994,0.358437649867447,0.570429953319646,-0.570429953319646,-2.69561868794966,2.69561868794966,28.5414270109945
32,-0.315220270980247,0.315220270980247,-0.465326257002164,0.0353652452015422,0.429961011800623,1.40918008127521,-1.4634169560203,0.0542368747450924,0.775784498909353,-0.775784498909353,-1.88076389373467,1.88076389373467,26.7768112550658
33,-1.54633930416682,1.54633930416682,-1.12632126196343,0.141705183457882,0.984616078505546,1.48208013994594,-1.45241180135863,-0.0296683385873094,0.975210466488993,-0.975210466488993,-2.50116375829373,2.50116375829373,26.6648891543249
35,-0.370111880065457,0.370111880065457,-0.658558955410426,1.34704180109167,-0.688482845681248,1.54714017254786,-2.00111720982843,0.453977037280565,0.823000679836302,-0.823000679836302,-3.39270976734789,3.39270976734789,25.5269239797673
36,-1.40046695759621,1.40046695759621,0.16111122798663,0.35965346138121,-0.520764689367841,0.148376325542617,-1.30350305149781,1.15512672595519,0.649546172153456,-0.649546172153456,-2.83326651298217,2.83326651298217,28.7092916314605
37,-0.601657803713254,0.601657803713254,-0.465434254178227,1.04072946258854,-0.57529520841031,1.99788458837415,-1.26404015249349,-0.733844435880664,1.19909712118106,-1.19909712118106,-2.12674996449172,2.12674996449172,26.1408434336707
38,-1.37333668277738,1.37333668277738,-1.07064389383451,0.143179316276916,0.927464577557592,0.817311332841752,-0.960553187083709,0.143241854241955,1.12122994937261,-1.12122994937261,-1.76247772092591,1.76247772092591,27.7517454017699
39,-0.868757741789172,0.868757741789172,-0.0150912215675523,-0.0364090037511899,0.0515002253187423,-0.150467961270061,-0.734608214748701,0.885076176018762,0.879080684317085,-0.879080684317085,-1.87418315613868,1.87418315613868,28.214664529891
41,-1.41377645330567,1.41377645330567,-0.517950969929668,0.331605811150207,0.186345158779462,1.54991535436643,-1.8823321737791,0.332416819412661,1.34527961885036,-1.34527961885036,-2.50222399688451,2.50222399688451,27.0836164647257
42,-1.79216108446394,1.79216108446394,0.226137562866027,0.0666481705274689,-0.292785733393496,0.63671920253067,-1.00112979860844,0.364410596077774,1.30010464970526,-1.30010464970526,-2.30004472067713,2.30004472067713,28.4481342696434
43,-1.0574118680628,1.0574118680628,0.136757556047653,0.290764910764457,-0.42752246681211,1.1795150792916,-1.4758423504504,0.296327271158788,0.48197472972553,-0.48197472972553,-4.41175555637336,4.41175555637336,28.761421071266
44,0.118016048381703,-0.118016048381703,-0.245284278352266,-0.370218744665125,0.61550302301739,2.03903444751814,-1.37500374702863,-0.664030700489504,0.57396463212441,-0.57396463212441,-2.75873603288617,2.75873603288617,26.604138145705
45,-0.15896927846042,0.15896927846042,-0.706194117690911,0.0174267401056798,0.688767377585229,1.72020442950472,-1.35626330511319,-0.363941124391528,0.705731843316572,-0.705731843316572,-2.78835265607172,2.78835265607172,26.753492695805
46,0.0442242552145149,-0.0442242552145149,0.825021276808419,-1.01702413722489,0.192002860416464,-0.802205889030263,-0.169020370495778,0.971226259526038,0.340327652069236,-0.340327652069236,-2.35651336179471,2.35651336179471,29.2744094758446
47,-1.83452741746598,1.83452741746598,-1.52771511120524,1.08637546747539,0.441339643729851,3.98405021562437,-2.07648064150681,-1.90756957411756,1.60546397261386,-1.60546397261386,-0.693593348921967,0.693593348921967,20.8425323227711
48,-1.3030772368006,1.3030772368006,-0.760631822175757,0.806507176323297,-0.0458753541475397,1.9684352330643,-1.65056583458614,-0.317869398478154,1.16364851971613,-1.16364851971613,-2.48099475601055,2.48099475601055,26.6320158608744
49,-1.44126704333058,1.44126704333058,-0.274383196646215,0.602431522763527,-0.328048326117312,2.17063897124853,-2.1919253213377,0.0212863500891717,1.3412061029141,-1.3412061029141,-3.0878777542931,3.0878777542931,26.5608819087815
50,0.0234037779993402,-0.0234037779993402,0.269889384188557,-0.329181937685813,0.0592925534972567,1.49654964956823,-2.78792630229903,1.2913766527308,0.634608074094021,-0.634608074094021,-5.39123474603303,5.39123474603303,26.5690324090363
51,-1.12620837783451,1.12620837783451,-0.188074583363003,0.0384899442662704,0.149584639096733,1.46933213426298,-1.57377861963904,0.104446485376068,1.10661542004035,-1.10661542004035,-2.51940000278435,2.51940000278435,27.6161683093476
52,-0.921654369465225,0.921654369465225,0.634371957037809,-0.702903053122333,0.0685310960845237,0.256803547184333,-0.871942080883813,0.615138533699481,1.14566799347731,-1.14566799347731,-2.76340170156743,2.76340170156743,28.9790392028945
53,-0.320916339533943,0.320916339533943,0.34444486481878,0.606677883034647,-0.951122747853427,1.13733510702526,-1.58882166566372,0.451486558638462,0.781012710510716,-0.781012710510716,-2.94314753292389,2.94314753292389,27.6870512296579
54,-1.5259193076994,1.5259193076994,-0.870921995986548,0.606310969579366,0.264611026407178,2.16236701500088,-0.982198858836359,-1.18016815616452,0.875173067616624,-0.875173067616624,-2.05791170968623,2.05791170968623,25.4042245494105
55,-1.15120516374286,1.15120516374286,-0.295346899037361,0.364817961061069,-0.0694710620237077,1.59020029813023,-1.42075265513867,-0.16944764299157,1.22700854710651,-1.22700854710651,-2.48744304291027,2.48744304291027,27.7420268040824
56,-1.26580261257801,1.26580261257801,-0.580795047114,1.00447300137158,-0.423677954257582,1.21937411641756,-1.22562400850418,0.0062498920866145,0.693447104942342,-0.693447104942342,-2.92847140347483,2.92847140347483,27.6942908909602
