"resp.id","profile","resistance","beta_si"
2,"web|simple|low|multi_person",-6.85785844266813,29.2105230256047
2,"mobile|two_factor|low|multi_person",-6.38870776412395,29.2105230256047
2,"web|two_factor|low|multi_person",-6.84587618435598,29.2105230256047
2,"mobile|multi_factor|low|multi_person",-6.86064322664538,29.2105230256047
2,"mobile|simple|medium|multi_person",-9.08662710784468,29.2105230256047
2,"mobile|multi_factor|medium|multi_person",-9.54658031205397,29.2105230256047
2,"web|multi_factor|medium|multi_person",-10.003748732286,29.2105230256047
2,"mobile|simple|high|multi_person",-7.75512287158844,29.2105230256047
2,"web|simple|high|multi_person",-8.21229129182047,29.2105230256047
2,"mobile|two_factor|high|multi_person",-7.7431406132763,29.2105230256047
2,"mobile|multi_factor|high|multi_person",-8.21507607579772,29.2105230256047
2,"mobile|simple|low|one_to_one",-4.69293946151871,29.2105230256047
2,"web|simple|low|one_to_one",-5.15010788175075,29.2105230256047
2,"mobile|multi_factor|low|one_to_one",-5.152892665728,29.2105230256047
2,"web|multi_factor|low|one_to_one",-5.61006108596003,29.2105230256047
2,"mobile|simple|medium|one_to_one",-7.3788765469273,29.2105230256047
2,"mobile|two_factor|medium|one_to_one",-7.36689428861516,29.2105230256047
2,"mobile|multi_factor|medium|one_to_one",-7.83882975113659,29.2105230256047
2,"web|multi_factor|medium|one_to_one",-8.29599817136862,29.2105230256047
2,"web|simple|high|one_to_one",-6.50454073090309,29.2105230256047
2,"mobile|two_factor|high|one_to_one",-6.03539005235892,29.2105230256047
2,"mobile|multi_factor|high|one_to_one",-6.50732551488034,29.2105230256047
2,"web|multi_factor|high|one_to_one",-6.96449393511238,29.2105230256047
2,"web|simple|medium|multi_person",-9.54379552807672,29.2105230256047
2,"mobile|two_factor|medium|multi_person",-9.07464484953254,29.2105230256047
2,"web|two_factor|high|multi_person",-8.20030903350833,29.2105230256047
2,"web|multi_factor|high|multi_person",-8.67224449602976,29.2105230256047
2,"web|simple|medium|one_to_one",-7.83604496715934,29.2105230256047
2,"web|two_factor|medium|one_to_one",-7.82406270884719,29.2105230256047
2,"mobile|simple|high|one_to_one",-6.04737231067106,29.2105230256047
2,"mobile|simple|low|multi_person",-6.40069002243609,29.2105230256047
2,"web|multi_factor|low|multi_person",-7.31781164687741,29.2105230256047
2,"web|two_factor|medium|multi_person",-9.53181326976457,29.2105230256047
2,"mobile|two_factor|low|one_to_one",-4.68095720320657,29.2105230256047
2,"web|two_factor|high|one_to_one",-6.49255847259095,29.2105230256047
2,"web|two_factor|low|one_to_one",-5.1381256234386,29.2105230256047
3,"web|simple|low|multi_person",-5.05113731318976,26.5869627794245
3,"mobile|two_factor|low|multi_person",-3.74314213466982,26.5869627794245
3,"web|two_factor|low|multi_person",-4.81006643783896,26.5869627794245
3,"mobile|multi_factor|low|multi_person",-3.38239588590994,26.5869627794245
3,"mobile|simple|medium|multi_person",-5.09528445267661,26.5869627794245
3,"mobile|multi_factor|medium|multi_person",-4.49346732856591,26.5869627794245
3,"web|multi_factor|medium|multi_person",-5.56039163173505,26.5869627794245
3,"mobile|simple|high|multi_person",-7.78878081423524,26.5869627794245
3,"web|simple|high|multi_person",-8.85570511740437,26.5869627794245
3,"mobile|two_factor|high|multi_person",-7.54770993888443,26.5869627794245
3,"mobile|multi_factor|high|multi_person",-7.18696369012455,26.5869627794245
3,"mobile|simple|low|one_to_one",-1.88172988849791,26.5869627794245
3,"web|simple|low|one_to_one",-2.94865419166704,26.5869627794245
3,"mobile|multi_factor|low|one_to_one",-1.27991276438722,26.5869627794245
3,"web|multi_factor|low|one_to_one",-2.34683706755635,26.5869627794245
3,"mobile|simple|medium|one_to_one",-2.99280133115389,26.5869627794245
3,"mobile|two_factor|medium|one_to_one",-2.75173045580308,26.5869627794245
3,"mobile|multi_factor|medium|one_to_one",-2.39098420704319,26.5869627794245
3,"web|multi_factor|medium|one_to_one",-3.45790851021233,26.5869627794245
3,"web|simple|high|one_to_one",-6.75322199588165,26.5869627794245
3,"mobile|two_factor|high|one_to_one",-5.44522681736171,26.5869627794245
3,"mobile|multi_factor|high|one_to_one",-5.08448056860183,26.5869627794245
3,"web|multi_factor|high|one_to_one",-6.15140487177096,26.5869627794245
3,"web|simple|medium|multi_person",-6.16220875584574,26.5869627794245
3,"mobile|two_factor|medium|multi_person",-4.8542135773258,26.5869627794245
3,"web|two_factor|high|multi_person",-8.61463424205357,26.5869627794245
3,"web|multi_factor|high|multi_person",-8.25388799329368,26.5869627794245
3,"web|simple|medium|one_to_one",-4.05972563432302,26.5869627794245
3,"web|two_factor|medium|one_to_one",-3.81865475897221,26.5869627794245
3,"mobile|simple|high|one_to_one",-5.68629769271252,26.5869627794245
3,"mobile|simple|low|multi_person",-3.98421301002063,26.5869627794245
3,"web|multi_factor|low|multi_person",-4.44932018907907,26.5869627794245
3,"web|two_factor|medium|multi_person",-5.92113788049493,26.5869627794245
3,"mobile|two_factor|low|one_to_one",-1.6406590131471,26.5869627794245
3,"web|two_factor|high|one_to_one",-6.51215112053085,26.5869627794245
3,"web|two_factor|low|one_to_one",-2.70758331631624,26.5869627794245
4,"web|simple|low|multi_person",-5.26997358126783,27.5299305141729
4,"mobile|two_factor|low|multi_person",-1.1404037102908,27.5299305141729
4,"web|two_factor|low|multi_person",-4.53105104165732,27.5299305141729
4,"mobile|multi_factor|low|multi_person",-1.05332462438912,27.5299305141729
4,"mobile|simple|medium|multi_person",-3.89439275215174,27.5299305141729
4,"mobile|multi_factor|medium|multi_person",-3.06839112663955,27.5299305141729
4,"web|multi_factor|medium|multi_person",-6.45903845800607,27.5299305141729
4,"mobile|simple|high|multi_person",-5.03738809241246,27.5299305141729
4,"web|simple|high|multi_person",-8.42803542377898,27.5299305141729
4,"mobile|two_factor|high|multi_person",-4.29846555280195,27.5299305141729
4,"mobile|multi_factor|high|multi_person",-4.21138646690027,27.5299305141729
4,"mobile|simple|low|one_to_one",-0.177678761337375,27.5299305141729
4,"web|simple|low|one_to_one",-3.5683260927039,27.5299305141729
4,"mobile|multi_factor|low|one_to_one",0.648322864174815,27.5299305141729
4,"web|multi_factor|low|one_to_one",-2.7423244671917,27.5299305141729
4,"mobile|simple|medium|one_to_one",-2.19274526358781,27.5299305141729
4,"mobile|two_factor|medium|one_to_one",-1.4538227239773,27.5299305141729
4,"mobile|multi_factor|medium|one_to_one",-1.36674363807562,27.5299305141729
4,"web|multi_factor|medium|one_to_one",-4.75739096944214,27.5299305141729
4,"web|simple|high|one_to_one",-6.72638793521504,27.5299305141729
4,"mobile|two_factor|high|one_to_one",-2.59681806423802,27.5299305141729
